"","VOTED98","CONTACT","AGE","MAJORPTY"
"1051",0,0,49,1
"1052",1,0,47,0
"1053",1,0,47,1
"1054",1,0,73,1
"1055",0,0,49,1
"1056",1,0,63,1
"1057",1,0,34,1
"1058",0,0,94,1
"1059",0,1,59,1
"1060",1,0,43,1
"1061",0,0,27,1
"1062",1,1,27,0
"1063",0,0,76,1
"1064",1,0,59,1
"1065",0,0,84,1
"1066",0,0,26,0
"1067",0,0,91,1
"1068",0,0,57,0
"1069",1,0,26,1
"1070",1,0,39,1
"1071",0,0,40,0
"1072",0,0,57,1
"1073",1,0,55,1
"1074",0,0,27,0
"1075",0,0,75,1
"1076",1,0,56,0
"1077",1,0,86,0
"1078",0,0,70,1
"1079",1,0,85,1
"1080",1,0,49,0
"1081",0,0,27,0
"1082",1,0,48,1
"1083",1,0,73,1
"1084",0,0,75,1
"1085",0,0,25,0
"1086",0,0,49,1
"1087",0,0,29,1
"1088",1,0,58,0
"1089",1,0,45,1
"1090",0,0,62,1
"1091",0,0,48,1
"1092",1,0,72,1
"1093",0,0,30,1
"1094",0,0,54,1
"1095",0,0,37,1
"1096",1,0,39,1
"1097",0,0,77,1
"1098",1,0,34,0
"1099",0,0,35,1
"1100",1,1,39,1
"1101",1,0,77,0
"1102",0,0,77,1
"1103",0,0,59,1
"1104",1,0,39,1
"1105",1,0,73,0
"1106",1,0,62,0
"1107",0,0,25,1
"1108",0,0,36,1
"1109",0,0,52,1
"1110",0,0,30,0
"1111",0,0,84,1
"1112",0,0,30,1
"1113",0,0,82,1
"1114",0,0,70,1
"1115",0,0,40,0
"1116",0,0,76,1
"1117",0,0,26,1
"1118",1,0,40,1
"1119",1,0,81,1
"1120",0,0,61,1
"1121",0,1,55,0
"1122",0,0,54,1
"1123",0,0,53,0
"1124",0,0,46,1
"1125",1,0,41,1
"1126",0,0,32,0
"1127",0,0,93,1
"1128",1,0,30,1
"1129",0,0,29,0
"1130",0,0,81,1
"1131",0,0,58,1
"1132",0,0,35,1
"1133",0,1,49,0
"1134",1,0,54,1
"1135",1,0,38,1
"1136",1,0,45,1
"1137",0,0,36,1
"1138",0,0,29,1
"1139",0,0,22,1
"1140",1,0,45,1
"1141",0,0,21,1
"1142",0,0,22,1
"1143",0,0,31,1
"1144",0,0,77,0
"1145",0,0,49,1
"1146",1,0,59,1
"1147",1,0,53,1
"1148",0,0,68,1
"1149",1,0,50,1
"1150",0,0,49,1
"1151",0,0,37,1
"1152",0,0,87,0
"1153",1,0,77,1
"1154",0,0,28,1
"1155",0,0,51,1
"1156",0,0,42,0
"1157",1,0,77,1
"1158",0,0,75,0
"1159",0,0,88,1
"1160",1,0,45,1
"1161",0,0,43,1
"1162",0,0,52,0
"1163",0,0,35,1
"1164",0,0,21,0
"1165",1,0,51,0
"1166",0,0,90,1
"1167",1,0,79,1
"1168",1,0,67,1
"1169",1,0,42,1
"1170",0,0,25,0
"1171",0,0,38,1
"1172",1,0,47,1
"1173",0,0,42,1
"1174",1,0,74,0
"1175",0,0,40,1
"1176",1,1,48,1
"1177",0,0,81,1
"1178",0,0,35,0
"1179",1,0,78,1
"1180",1,0,67,1
"1181",0,0,34,1
"1182",0,0,57,1
"1183",0,0,32,1
"1184",0,0,38,1
"1185",1,0,39,0
"1186",1,0,59,1
"1187",1,0,41,0
"1188",1,0,48,1
"1189",0,0,24,0
"1190",1,0,27,1
"1191",0,0,52,1
"1192",0,0,23,0
"1193",0,0,50,1
"1194",1,0,49,1
"1195",0,0,49,0
"1196",1,1,59,1
"1197",0,0,19,0
"1198",1,0,71,0
"1199",0,0,35,0
"1200",0,0,52,1
"1201",1,0,32,1
"1202",0,0,66,0
"1203",0,0,83,1
"1204",1,0,45,1
"1205",0,0,33,1
"1206",1,0,36,1
"1207",1,1,64,1
"1208",0,0,62,0
"1209",0,0,41,1
"1210",1,0,66,1
"1211",1,0,29,1
"1212",0,0,38,0
"1213",1,0,33,1
"1214",0,0,23,0
"1215",1,0,53,1
"1216",1,0,78,1
"1217",0,0,43,1
"1218",0,0,31,1
"1219",1,0,85,1
"1220",0,0,67,1
"1221",0,0,47,1
"1222",0,0,54,1
"1223",1,0,59,1
"1224",0,0,76,1
"1225",0,0,84,1
"1226",0,0,64,1
"1227",0,0,36,1
"1228",1,0,47,0
"1229",0,0,43,0
"1230",1,0,63,1
"1231",0,0,27,1
"1232",1,0,46,1
"1233",1,0,91,1
"1234",0,0,27,0
"1235",0,0,21,0
"1236",1,0,32,1
"1237",0,0,46,0
"1238",1,1,35,1
"1239",1,0,43,1
"1240",0,0,57,1
"1241",1,0,33,1
"1242",1,0,43,1
"1243",1,0,91,1
"1244",1,1,43,0
"1245",1,0,69,1
"1246",0,0,29,0
"1247",1,0,71,1
"1248",1,0,80,1
"1249",0,0,55,1
"1250",0,0,25,1
"1251",0,0,26,0
"1252",0,0,83,1
"1253",1,0,73,1
"1254",1,0,45,1
"1255",0,0,38,0
"1256",0,1,23,1
"1257",1,0,49,1
"1258",0,0,20,0
"1259",0,0,46,1
"1260",1,0,53,0
"1261",0,0,52,0
"1262",1,0,37,1
"1263",0,0,94,1
"1264",1,0,73,1
"1265",0,0,39,1
"1266",1,0,69,1
"1267",0,0,42,0
"1268",0,0,34,0
"1269",0,0,68,1
"1270",0,0,31,1
"1271",0,0,68,0
"1272",1,0,76,1
"1273",1,0,42,1
"1274",1,0,82,0
"1275",0,0,50,1
"1276",1,0,68,0
"1277",0,0,84,1
"1278",1,1,72,1
"1279",0,0,67,1
"1280",1,0,55,1
"1281",1,0,85,1
"1282",0,0,30,1
"1283",0,0,38,1
"1284",0,0,93,1
"1285",1,0,31,1
"1286",0,0,35,1
"1287",0,0,55,1
"1288",0,0,47,1
"1289",1,0,77,1
"1290",0,0,31,0
"1291",0,1,45,1
"1292",0,0,39,1
"1293",0,0,90,0
"1294",1,0,36,1
"1295",0,0,25,1
"1296",0,0,35,0
"1297",1,0,31,1
"1298",1,0,27,0
"1299",0,0,39,1
"1300",1,0,52,1
"1301",0,0,79,1
"1302",0,0,45,1
"1303",0,0,28,1
"1304",1,1,61,0
"1305",1,0,50,1
"1306",1,0,87,0
"1307",0,0,28,0
"1308",0,0,24,0
"1309",1,0,40,0
"1310",0,0,41,1
"1311",0,0,27,0
"1312",0,0,55,1
"1313",1,1,36,1
"1314",1,0,78,1
"1315",0,0,28,1
"1316",0,0,68,0
"1317",0,0,42,0
"1318",1,0,71,1
"1319",1,0,65,1
"1320",0,0,40,1
"1321",1,0,55,1
"1322",1,0,78,1
"1323",0,0,58,0
"1324",1,0,37,1
"1325",1,0,62,1
"1326",0,0,35,1
"1327",1,0,77,1
"1328",1,1,33,1
"1329",0,0,43,1
"1330",1,0,44,1
"1331",0,0,28,1
"1332",0,0,57,0
"1333",1,0,33,0
"1334",0,0,53,1
"1335",0,0,32,1
"1336",0,0,70,1
"1337",1,0,43,1
"1338",1,0,33,0
"1339",0,0,58,0
"1340",0,0,36,1
"1341",1,0,53,1
"1342",1,0,34,1
"1343",0,0,34,1
"1344",1,0,44,1
"1345",0,0,46,1
"1346",0,0,33,1
"1347",0,0,45,0
"1348",1,0,30,1
"1349",0,0,26,0
"1350",0,0,45,1
"1351",0,1,78,1
"1352",0,0,29,1
"1353",1,0,55,1
"1354",1,0,90,1
"1355",0,0,21,0
"1356",0,0,26,0
"1357",1,0,48,1
"1358",1,0,63,1
"1359",0,0,22,0
"1360",0,0,33,1
"1361",1,0,83,1
"1362",0,0,39,1
"1363",1,0,41,1
"1364",0,0,27,1
"1365",1,0,53,1
"1366",1,0,39,0
"1367",1,0,68,1
"1368",0,0,58,0
"1369",1,0,42,1
"1370",1,0,33,1
"1371",1,0,74,1
"1372",1,0,79,1
"1373",0,0,50,0
"1374",1,0,39,1
"1375",0,0,69,1
"1376",0,0,35,1
"1377",1,0,80,1
"1378",1,1,72,1
"1379",0,0,76,1
"1380",0,0,50,1
"1381",1,0,74,1
"1382",1,0,57,1
"1383",1,0,60,1
"1384",0,0,35,1
"1385",1,0,86,1
"1386",1,0,42,1
"1387",1,0,29,1
"1388",1,0,86,0
"1389",0,0,33,0
"1390",1,0,51,1
"1391",1,0,54,1
"1392",0,0,48,0
"1393",0,0,35,1
"1394",1,0,31,1
"1395",1,0,41,1
"1396",1,0,58,1
"1397",0,0,19,1
"1398",1,0,71,0
"1399",1,0,28,0
"1400",0,0,80,0
"1401",0,0,38,1
"1402",0,0,67,1
"1403",0,0,44,1
"1404",0,0,52,1
"1405",0,0,55,1
"1406",1,0,82,1
"1407",1,0,50,1
"1408",0,0,47,1
"1409",0,0,92,1
"1410",1,1,44,0
"1411",1,0,85,1
"1412",0,0,28,1
"1413",1,0,35,1
"1414",0,0,41,0
"1415",1,0,59,1
"1416",1,0,59,1
"1417",1,0,39,1
"1418",0,0,70,1
"1419",0,0,29,1
"1420",0,0,21,0
"1421",0,0,20,1
"1422",1,0,45,1
"1423",1,0,53,1
"1424",1,0,60,1
"1425",0,0,40,1
"1426",0,1,79,1
"1427",0,0,19,0
"1428",0,0,57,1
"1429",0,0,39,1
"1430",0,0,75,1
"1431",1,0,56,1
"1432",0,0,21,0
"1433",1,0,75,1
"1434",0,0,41,0
"1435",1,0,86,1
"1436",1,0,53,1
"1437",0,1,60,1
"1438",1,0,40,1
"1439",0,0,43,0
"1440",0,0,94,0
"1441",1,0,64,0
"1442",1,0,46,0
"1443",1,0,63,1
"1444",0,0,26,0
"1445",0,0,26,1
"1446",1,0,83,1
"1447",0,0,49,1
"1448",1,0,55,1
"1449",1,0,66,1
"1450",0,0,48,0
"1451",0,0,31,0
"1452",1,0,73,1
"1453",0,0,26,1
"1454",0,0,81,0
"1455",0,1,53,1
"1456",0,1,46,1
"1457",0,0,45,1
"1458",1,0,30,1
"1459",0,0,26,1
"1460",0,0,53,1
"1461",0,0,53,1
"1462",0,0,33,0
"1463",1,0,86,0
"1464",1,0,71,1
"1465",0,0,89,1
"1466",0,0,24,1
"1467",1,0,44,1
"1468",0,0,26,0
"1469",1,0,71,0
"1470",0,0,53,0
"1471",0,0,36,1
"1472",0,0,30,1
"1473",0,0,54,0
"1474",0,0,29,0
"1475",0,0,24,0
"1476",1,0,45,0
"1477",0,0,35,1
"1478",0,0,37,0
"1479",1,0,83,1
"1480",0,0,35,0
"1481",1,0,45,1
"1482",1,0,42,1
"1483",1,0,79,0
"1484",0,0,81,1
"1485",0,0,40,0
"1486",0,0,31,0
"1487",1,1,83,0
"1488",1,1,74,1
"1489",0,0,37,0
"1490",1,0,31,1
"1491",0,0,34,1
"1492",1,0,93,1
"1493",1,1,54,1
"1494",1,0,48,1
"1495",0,0,22,1
"1496",1,0,30,1
"1497",0,0,81,0
"1498",1,0,44,0
"1499",0,0,23,1
"1500",1,1,40,1
"1501",0,0,30,0
"1502",0,0,21,1
"1503",1,0,42,1
"1504",0,0,28,0
"1505",1,0,72,1
"1506",1,1,50,0
"1507",1,0,78,0
"1508",1,0,71,1
"1509",0,0,78,0
"1510",0,0,66,1
"1511",0,0,34,1
"1512",1,0,33,1
"1513",1,0,25,0
"1514",0,0,32,1
"1515",0,0,29,1
"1516",0,0,69,1
"1517",0,0,78,1
"1518",1,0,53,1
"1519",1,0,86,0
"1520",1,0,65,1
"1521",1,0,63,1
"1522",0,0,41,1
"1523",1,0,70,1
"1524",0,0,38,1
"1525",0,0,44,1
"1526",1,0,41,0
"1527",1,0,62,1
"1528",0,0,65,1
"1529",0,0,30,0
"1530",0,0,29,1
"1531",1,0,59,1
"1532",1,0,50,1
"1533",1,0,71,1
"1534",1,0,43,1
"1535",0,0,21,1
"1536",1,0,50,1
"1537",1,0,40,1
"1538",1,0,50,1
"1539",0,0,36,1
"1540",1,0,19,0
"1541",1,0,41,1
"1542",1,0,39,1
"1543",0,0,48,0
"1544",0,0,29,1
"1545",0,0,62,0
"1546",0,0,29,0
"1547",0,1,23,1
"1548",1,0,37,1
"1549",0,0,70,1
"1550",0,0,31,1
"1551",0,0,44,1
"1552",0,0,25,1
"1553",1,0,47,1
"1554",1,0,56,1
"1555",0,0,41,0
"1556",0,0,79,1
"1557",0,0,79,0
"1558",1,1,68,0
"1559",1,0,68,1
"1560",0,0,43,1
"1561",0,0,86,1
"1562",0,0,53,0
"1563",1,0,83,1
"1564",0,0,29,0
"1565",0,0,45,0
"1566",0,0,42,1
"1567",1,0,81,1
"1568",1,0,44,1
"1569",1,0,56,1
"1570",1,1,35,1
"1571",0,0,40,1
"1572",0,0,45,0
"1573",1,0,44,1
"1574",1,0,51,1
"1575",0,0,42,1
"1576",1,0,84,0
"1577",0,0,30,0
"1578",0,0,42,1
"1579",1,0,57,1
"1580",1,0,90,1
"1581",1,0,31,1
"1582",0,0,43,1
"1583",0,0,27,0
"1584",0,0,38,1
"1585",0,0,50,1
"1586",0,0,39,1
"1587",0,0,53,0
"1588",1,0,59,1
"1589",0,0,50,1
"1590",1,0,84,0
"1591",0,0,22,1
"1592",0,0,20,1
"1593",1,0,53,1
"1594",0,0,29,1
"1595",1,0,39,0
"1596",1,0,72,1
"1597",0,0,64,1
"1598",1,0,53,1
"1599",0,0,54,1
"1600",0,0,50,1
"1601",0,0,21,0
"1602",0,0,30,1
"1603",1,0,55,0
"1604",1,0,85,1
"1605",0,0,38,1
"1606",0,0,47,1
"1607",1,0,29,1
"1608",1,0,51,1
"1609",1,0,30,1
"1610",1,0,47,1
"1611",0,1,51,1
"1612",1,0,40,1
"1613",1,0,33,1
"1614",1,0,85,1
"1615",0,0,36,1
"1616",0,0,35,0
"1617",1,0,82,1
"1618",1,0,66,1
"1619",1,1,60,1
"1620",0,0,68,1
"1621",0,0,41,1
"1622",1,0,35,0
"1623",0,0,40,1
"1624",1,0,66,1
"1625",0,0,26,1
"1626",0,1,46,0
"1627",0,0,45,1
"1628",0,0,47,1
"1629",0,0,76,1
"1630",0,0,44,1
"1631",0,0,65,1
"1632",0,0,87,0
"1633",0,0,47,1
"1634",0,0,20,1
"1635",0,0,29,0
"1636",0,0,34,1
"1637",1,0,42,0
"1638",0,0,68,1
"1639",1,0,72,0
"1640",1,0,65,1
"1641",1,0,47,1
"1642",0,0,21,1
"1643",0,0,37,0
"1644",0,0,30,1
"1645",1,0,33,1
"1646",1,0,46,0
"1647",0,0,35,0
"1648",1,0,31,1
"1649",0,0,50,1
"1650",1,0,43,1
"1651",0,0,49,1
"1652",0,0,49,0
"1653",0,0,26,0
"1654",1,0,55,1
"1655",1,0,53,1
"1656",0,0,75,1
"1657",1,0,48,1
"1658",0,0,45,1
"1659",1,0,58,1
"1660",1,0,62,1
"1661",1,1,71,0
"1662",0,0,45,1
"1663",1,0,59,1
"1664",0,0,27,1
"1665",1,0,67,1
"1666",0,0,47,1
"1667",0,0,72,1
"1668",0,1,41,1
"1669",1,0,33,1
"1670",0,0,20,0
"1671",1,0,34,1
"1672",0,0,25,1
"1673",1,0,48,1
"1674",0,0,58,1
"1675",0,0,39,1
"1676",0,0,50,1
"1677",0,0,24,1
"1678",0,0,77,1
"1679",1,0,48,1
"1680",1,0,42,0
"1681",0,0,78,1
"1682",1,0,50,1
"1683",1,0,65,1
"1684",0,1,32,1
"1685",1,1,72,1
"1686",0,0,44,0
"1687",0,0,84,1
"1688",0,0,19,0
"1689",1,0,75,1
"1690",1,0,52,1
"1691",1,0,58,1
"1692",0,1,41,1
"1693",0,1,46,1
"1694",0,0,76,1
"1695",0,0,84,1
"1696",1,0,59,1
"1697",1,0,84,1
"1698",0,0,48,1
"1699",0,0,51,1
"1700",0,0,30,0
"1701",1,0,53,1
"1702",1,0,41,1
"1703",0,0,21,1
"1704",0,0,31,1
"1705",0,0,37,1
"1706",0,0,35,1
"1707",1,0,31,0
"1708",0,0,27,1
"1709",1,0,67,1
"1710",1,0,59,0
"1711",1,0,49,1
"1712",0,0,38,1
"1713",1,0,78,1
"1714",1,0,27,1
"1715",0,0,25,1
"1716",1,0,45,1
"1717",0,0,63,1
"1718",1,0,85,1
"1719",0,0,33,1
"1720",1,0,27,1
"1721",1,0,74,1
"1722",0,0,74,1
"1723",0,0,39,1
"1724",1,0,50,0
"1725",0,0,72,1
"1726",1,0,69,1
"1727",0,0,39,1
"1728",0,0,22,1
"1729",0,0,24,0
"1730",0,1,52,1
"1731",0,0,43,1
"1732",1,0,51,0
"1733",1,0,47,1
"1734",1,0,47,0
"1735",0,0,53,1
"1736",1,0,48,1
"1737",1,0,70,1
"1738",0,0,32,1
"1739",1,0,65,0
"1740",0,0,28,1
"1741",1,0,55,0
"1742",1,0,48,1
"1743",1,0,37,1
"1744",1,0,68,0
"1745",0,0,25,1
"1746",1,0,27,1
"1747",1,0,66,1
"1748",1,1,45,1
"1749",1,0,73,1
"1750",1,0,75,1
"1751",0,0,44,1
"1752",0,0,23,1
"1753",0,0,22,1
"1754",1,0,41,1
"1755",1,0,50,0
"1756",1,0,48,0
"1757",0,0,37,1
"1758",0,0,42,1
"1759",0,0,20,1
"1760",1,0,46,1
"1761",1,0,71,1
"1762",0,0,59,1
"1763",1,0,74,1
"1764",1,0,43,1
"1765",1,0,36,1
"1766",1,0,66,1
"1767",0,0,49,1
"1768",1,0,20,0
"1769",1,0,70,1
"1770",1,0,82,1
"1771",1,0,50,1
"1772",0,0,28,0
"1773",0,0,58,1
"1774",1,0,38,1
"1775",0,0,59,1
"1776",1,0,62,1
"1777",1,0,21,0
"1778",0,0,72,1
"1779",0,0,26,0
"1780",1,0,36,0
"1781",1,0,62,1
"1782",0,0,35,1
"1783",0,0,73,0
"1784",1,0,80,1
"1785",0,0,28,1
"1786",0,1,37,1
"1787",1,0,52,1
"1788",0,0,82,1
"1789",0,0,72,1
"1790",0,0,73,0
"1791",0,0,34,1
"1792",0,0,23,0
"1793",1,0,18,1
"1794",1,0,51,1
"1795",0,1,71,1
"1796",0,0,23,1
"1797",1,0,42,0
"1798",1,0,36,0
"1799",0,0,58,1
"1800",1,0,44,1
"1801",1,0,37,1
"1802",0,0,48,0
"1803",1,0,85,1
"1804",0,0,22,1
"1805",0,0,28,0
"1806",0,0,30,1
"1807",0,0,76,1
"1808",1,0,65,1
"1809",1,0,86,1
"1810",0,0,35,1
"1811",0,0,91,1
"1812",0,0,31,1
"1813",1,0,38,0
"1814",1,0,34,1
"1815",1,0,37,0
"1816",1,0,39,0
"1817",0,0,20,0
"1818",1,0,34,0
"1819",0,0,80,1
"1820",1,1,64,1
"1821",1,0,61,1
"1822",0,0,72,1
"1823",0,0,58,1
"1824",1,0,65,0
"1825",0,0,49,0
"1826",1,0,71,1
"1827",1,1,34,1
"1828",1,0,92,1
"1829",0,0,60,1
"1830",1,0,67,1
"1831",0,0,35,1
"1832",1,1,42,1
"1833",0,0,48,1
"1834",0,0,46,0
"1835",0,0,27,0
"1836",1,0,78,1
"1837",1,0,72,1
"1838",0,0,52,1
"1839",1,0,63,1
"1840",1,1,26,1
"1841",1,0,34,0
"1842",0,0,74,0
"1843",1,0,27,1
"1844",0,0,41,0
"1845",0,0,44,0
"1846",1,0,25,0
"1847",0,0,28,1
"1848",1,1,72,1
"1849",0,0,56,1
"1850",1,0,50,1
"1851",1,0,68,1
"1852",0,0,33,0
"1853",0,0,22,1
"1854",0,0,30,1
"1855",0,0,51,1
"1856",0,0,29,1
"1857",0,0,33,1
"1858",1,0,57,1
"1859",0,0,49,1
"1860",1,0,65,1
"1861",1,0,41,1
"1862",1,0,39,1
"1863",0,0,22,1
"1864",0,0,28,1
"1865",1,0,46,0
"1866",1,0,62,1
"1867",1,0,37,1
"1868",1,0,53,1
"1869",1,0,50,0
"1870",1,0,76,1
"1871",0,0,29,0
"1872",1,0,38,1
"1873",0,0,40,1
"1874",0,0,24,1
"1875",1,0,34,1
"1876",1,0,29,1
"1877",1,0,40,1
"1878",0,0,44,1
"1879",1,0,84,0
"1880",0,0,37,1
"1881",0,0,33,1
"1882",0,0,45,1
"1883",1,0,56,1
"1884",0,0,41,0
"1885",0,0,27,0
"1886",1,0,70,1
"1887",1,0,74,1
"1888",1,0,45,1
"1889",1,0,75,1
"1890",1,0,77,1
"1891",1,0,54,0
"1892",1,0,41,1
"1893",0,0,32,1
"1894",1,0,48,1
"1895",1,0,78,1
"1896",0,0,21,1
"1897",0,0,81,1
"1898",1,1,86,1
"1899",0,0,30,0
"1900",1,0,50,1
"1901",1,0,37,1
"1902",1,0,27,1
"1903",0,0,63,1
"1904",1,0,29,1
"1905",0,0,20,0
"1906",0,0,34,1
"1907",1,0,60,1
"1908",1,0,34,1
"1909",0,0,28,0
"1910",1,0,60,0
"1911",1,0,78,1
"1912",1,0,64,1
"1913",1,0,28,0
"1914",1,0,54,1
"1915",1,0,75,1
"1916",0,0,84,1
"1917",0,0,29,1
"1918",0,0,31,0
"1919",0,0,97,1
"1920",0,0,48,1
"1921",0,0,65,1
"1922",1,0,32,0
"1923",1,0,35,1
"1924",1,0,21,1
"1925",0,0,35,1
"1926",0,0,35,0
"1927",0,0,37,0
"1928",1,0,49,1
"1929",1,0,50,1
"1930",0,0,33,1
"1931",1,0,67,1
"1932",1,0,63,1
"1933",1,0,53,1
"1934",0,0,50,1
"1935",1,0,29,1
"1936",1,0,70,1
"1937",0,0,43,0
"1938",1,0,74,1
"1939",1,0,74,1
"1940",1,0,50,0
"1941",1,0,79,1
"1942",1,0,37,0
"1943",1,0,40,0
"1944",1,0,58,1
"1945",1,0,63,1
"1946",0,0,51,1
"1947",0,0,30,0
"1948",1,0,38,1
"1949",0,0,32,1
"1950",0,0,20,1
"1951",1,1,27,0
"1952",1,0,48,1
"1953",1,0,35,0
"1954",0,0,54,1
"1955",0,0,22,1
"1956",0,0,25,0
"1957",1,0,69,1
"1958",0,0,67,1
"1959",1,0,63,1
"1960",1,0,53,0
"1961",0,0,39,1
"1962",1,0,42,1
"1963",1,0,40,1
"1964",0,0,63,1
"1965",1,0,37,1
"1966",0,0,65,1
"1967",1,0,33,1
"1968",1,0,30,1
"1969",0,0,25,1
"1970",0,0,30,0
"1971",1,0,43,1
"1972",0,0,69,1
"1973",0,0,37,1
"1974",0,0,21,0
"1975",0,0,79,1
"1976",1,0,77,1
"1977",0,0,38,1
"1978",0,0,33,1
"1979",0,0,32,0
"1980",0,0,25,1
"1981",0,0,50,1
"1982",1,0,36,1
"1983",0,0,82,1
"1984",1,0,41,1
"1985",1,0,75,1
"1986",1,0,43,1
"1987",0,0,35,1
"1988",1,0,72,1
"1989",0,0,30,1
"1990",1,0,50,1
"1991",0,1,45,0
"1992",0,0,43,1
"1993",0,0,36,0
"1994",1,0,41,1
"1995",0,0,57,0
"1996",1,0,32,0
"1997",0,0,24,1
"1998",0,0,39,1
"1999",1,0,84,1
"2000",1,1,47,1
"2001",1,0,48,0
"2002",1,0,69,0
"2003",1,0,30,1
"2004",0,0,51,1
"2005",0,0,64,1
"2006",0,0,80,1
"2007",1,0,40,1
"2008",1,0,33,1
"2009",1,0,38,1
"2010",1,0,68,1
"2011",0,0,46,1
"2012",1,0,36,1
"2013",0,0,34,1
"2014",1,0,49,1
"2015",0,0,28,1
"2016",1,0,59,0
"2017",0,0,86,1
"2018",0,0,57,0
"2019",0,0,61,1
"2020",0,1,20,1
"2021",1,0,86,1
"2022",1,1,58,1
"2023",0,0,20,1
"2024",0,0,27,0
"2025",1,0,18,0
"2026",1,0,30,0
"2027",1,0,37,1
"2028",1,0,47,0
"2029",0,0,27,1
"2030",1,1,46,1
"2031",1,0,50,1
"2032",0,0,24,0
"2033",0,0,45,1
"2034",1,0,33,0
"2035",0,0,37,1
"2036",1,0,79,1
"2037",1,0,50,0
